17.0,1
80.0,1
112.0,1333
157.0,9315
159.0,2043
217.0,3
220.0,4
264.0,1
300.0,4057
302.0,2
331.0,58
357.0,1508
374.0,11061
435.0,12
441.0,1
442.0,210
444.0,2
446.0,478
459.0,1
478.0,2
510.0,88
527.0,8
558.0,29
602.0,96616
603.0,18977
608.0,2721
609.0,1453
617.0,1094
619.0,70967
626.0,5212
630.0,6
632.0,2439
633.0,3748
636.0,2590
637.0,161
641.0,705
657.0,10
664.0,50550
665.0,42
666.0,1
668.0,57761
669.0,2761
670.0,23
671.0,533
672.0,451
673.0,1330
678.0,12871
680.0,260
685.0,339
688.0,3280
695.0,528
697.0,572
703.0,6
707.0,327
711.0,83
712.0,1
713.0,26
714.0,1
715.0,1594
716.0,95
724.0,1861
725.0,3
729.0,31
730.0,107
732.0,22
733.0,111
735.0,3
748.0,235
749.0,85
751.0,25173
753.0,4
754.0,2
801.0,9137
802.0,15
821.0,2
824.0,1249
831.0,22
848.0,23
854.0,2130
858.0,5437
899.0,42
909.0,11
951.0,2
1002.0,2
1014.0,37
1044.0,4
1048.0,3
1062.0,38
1104.0,3723
1164.0,48
1220.0,321
1238.0,2
1261.0,19
1262.0,7
1276.0,1
1298.0,1
1418.0,18
1420.0,821
1582.0,38
1707.0,138
1807.0,4
1821.0,1
1846.0,5
1981.0,441
2003.0,25
2157.0,283
2158.0,106
2194.0,249
2452.0,4
2645.0,23
2693.0,97
2729.0,1
2800.0,3
2804.0,53
2843.0,5
2850.0,26
2851.0,3
3294.0,40
3335.0,13
3697.0,6
3787.0,164
3815.0,4
3817.0,17
3900.0,161
3917.0,137
3931.0,550
3948.0,587
3962.0,155
3981.0,7
4011.0,41
4026.0,1
4204.0,367
4208.0,4
4209.0,540
4210.0,966
4212.0,240
4250.0,2
4457.0,179
4587.0,84
4612.0,17
4678.0,27
4679.0,3373
4680.0,144
4935.0,30
5006.0,3
5106.0,1
5135.0,4
5276.0,279
5290.0,3
5600.0,1
5601.0,1
5940.0,4
5942.0,32819
6024.0,1
6031.0,276
6086.0,21
6100.0,1
6301.0,8
6312.0,1
6313.0,1
6316.0,1
6318.0,207
6319.0,444
6497.0,1
6515.0,30
6516.0,44
6529.0,725
6532.0,3
7151.0,461
7243.0,153
7311.0,86
7335.0,110
7766.0,1
7771.0,48
8035.0,376
8042.0,132
8073.0,79
8080.0,71
8097.0,44
8134.0,36
8141.0,454
8170.0,1
8202.0,50
8240.0,528
8370.0,367
8417.0,45
8455.0,136
8515.0,127
8594.0,1
8745.0,5
8805.0,1
8820.0,487
8875.0,47
8882.0,146
8952.0,1
8974.0,1
9070.0,40
9432.0,1591
9515.0,251
9520.0,811
9728.0,25
9759.0,6
9841.0,10
9865.0,112
9900.0,11
9940.0,1
9966.0,8765
9977.0,715
9988.0,165
10002.0,1
10005.0,6292
11257.0,38
11295.0,3
11318.0,18
11394.0,43
12296.0,1
12346.0,11
12451.0,71
12780.0,176
13049.0,35
13050.0,11
13051.0,3
13183.0,3
13184.0,12
13202.0,4
13404.0,1
13435.0,17888
13466.0,102
13473.0,23
13572.0,1
13657.0,1
14086.0,1
15063.0,208
15096.0,1
17354.0,7
17355.0,3
18720.0,90
22332.0,4
22840.0,20
22864.0,612
24612.0,48
24622.0,6
24631.0,11
24639.0,10
24641.0,17
24652.0,6
24684.0,1299
24813.0,1063
25070.0,182
28352.0,1
30454.0,1
31125.0,7
31644.0,158
34560.0,1
35376.0,36
36040.0,92
36214.0,4
36558.0,76
39411.0,821
39824.0,1
39954.0,2884
41544.0,10856
44269.0,2
44927.0,12342
45245.0,2
45405.0,66
45412.0,134
45429.0,1196
45436.0,2
45825.0,129
46020.0,6695
46549.0,867
46563.0,802
46662.0,925
46983.0,1197
47027.0,1044
47034.0,999
47072.0,34
47324.0,15
47485.0,3063
48284.0,4
49900.0,2
51956.0,95
52205.0,2
52403.0,1
52748.0,46
53127.0,1
53219.0,9299
53288.0,2
54261.0,2
54544.0,3
54545.0,792
54766.0,13037
55350.0,33227
55511.0,4
56326.0,2518
56784.0,32
56801.0,1
58924.0,1
62129.0,26
62815.0,804
62860.0,2705
64413.0,286
64451.0,1
64468.0,1
64529.0,45
64536.0,15
64925.0,3
64932.0,2
64970.0,42
65434.0,50
65854.0,3
65892.0,38
66301.0,23
68732.0,7
69814.0,219
70009.0,124
75006.0,145
76843.0,597
77505.0,2
78083.0,1
78953.0,48
78956.0,135
79042.0,222
79059.0,143
79097.0,421
79318.0,468
80185.0,201
80796.0,1
81816.0,121
83612.0,821
86316.0,2852
86958.0,359
89973.0,523
90719.0,1
90795.0,5
91100.0,4
91105.0,1
91112.0,1982
92525.0,5
94908.0,22
95639.0,1
95868.0,53
98760.0,106
100000.0,761
106015.0,2
111000.0,61734
118352.0,5
131312.0,6
131313.0,5
144429.0,39
146522.0,2
146539.0,1
146652.0,43
149844.0,9
149943.0,2
162577.0,104
178714.0,1
189451.0,1
202012.0,1
215464.0,387
215914.0,117
222202.0,515
222295.0,1514
222301.0,566
222318.0,491
222844.0,494
222943.0,114
246260.0,1
250250.0,402
251462.0,1666
254036.0,265
260266.0,31
261430.0,38
263342.0,1
292533.0,7
300702.0,10
300870.0,463
300887.0,1037
301389.0,22
301433.0,146
301556.0,160
305424.0,5
313080.0,1
313528.0,10239
316659.0,20
317533.0,3
321313.0,1
321646.0,1172
330114.0,1
332062.0,144
335018.0,5
335056.0,3
335063.0,1
336428.0,40
346274.0,3
346458.0,119
354026.0,13
354118.0,231
354231.0,17
354347.0,3
354460.0,4
354552.0,64
354644.0,117
354682.0,228
354729.0,29
354835.0,24
354927.0,188
356488.0,447
358093.0,1
363011.0,853
363189.0,922
363448.0,1
363462.0,1866
363486.0,3158
364773.0,533
365107.0,652
365121.0,5
365398.0,1451
365749.0,28
365756.0,272
